"placa","fornecedor","hodometro_km","placa_fonte","latitude","longitude","ignicao","event_date","update_date","chassi","codigo_fonte","dados_fonte","sincronizado_em","updated_at"
TSA5D80,Vai,9192.0,TSA5D80,,,,2026-07-16 22:29:51.216 -0400,,"9BWAG5R13TP038154","260101222","{""plate"": ""TSA5D80"", ""chassis"": ""9BWAG5R13TP038154"", ""codigoVai"": ""260101222"", ""ecuChassis"": ""9BWAG5R13TP038154"", ""lastReview"": ""2026-03-09"", ""reviewStatus"": 1, ""currentMileage"": 8349.247000000008, ""initialMileage"": 6190, ""lastConnection"": ""2026-07-17T02:29:51.216561+00:00"", ""dailyMileageAvg"": 88.8961038961039, ""mileageOnReview"": 0.0, ""odometerMileage"": 9192.0, ""reviewDateEstimated"": ""2026-08-04""}",2026-07-10 16:53:42.998 -0400,2026-07-16 23:23:11.699 -0400
TSA5D90,Vai,2542.0,TSA5D90,,,,2026-07-16 22:01:33.946 -0400,,"9BWAG5R1XTP038300","241100547","{""plate"": ""TSA5D90"", ""chassis"": ""9BWAG5R1XTP038300"", ""codigoVai"": ""241100547"", ""ecuChassis"": ""9BWAG5R1XTP038300"", ""lastReview"": ""2026-04-24"", ""reviewStatus"": 0, ""currentMileage"": 1950.157, ""initialMileage"": 1022, ""lastConnection"": ""2026-07-17T02:01:33.946124+00:00"", ""dailyMileageAvg"": 20.274193548387096, ""mileageOnReview"": 819.0, ""odometerMileage"": 2542.0, ""reviewDateEstimated"": ""2027-04-24""}",2026-07-10 16:53:43.141 -0400,2026-07-16 23:23:11.700 -0400
TSA6C75,Vai,22584.0,TSA6C75,,,,2026-07-15 21:17:29.391 -0400,,"9BWDH6BZ1TP001006","210901357","{""plate"": ""TSA6C75"", ""chassis"": ""9BWDH6BZ1TP001006"", ""codigoVai"": ""210901357"", ""ecuChassis"": ""9BWDH6BZ1TP001006"", ""lastReview"": ""2026-05-01"", ""reviewStatus"": 0, ""currentMileage"": 22270.647000000004, ""initialMileage"": 1044, ""lastConnection"": ""2026-07-16T01:17:29.391475+00:00"", ""dailyMileageAvg"": 82.81865284974093, ""mileageOnReview"": 18878.308, ""odometerMileage"": 22584.0, ""reviewDateEstimated"": ""2026-10-04""}",2026-07-10 16:53:42.912 -0400,2026-07-16 23:23:11.701 -0400
TSA7C43,Vai,37700.0,TSA7C43,,,,2026-07-16 22:17:17.503 -0400,,"9BWKL45U5SP065638","210900429","{""plate"": ""TSA7C43"", ""chassis"": ""9BWKL45U5SP065638"", ""codigoVai"": ""210900429"", ""ecuChassis"": ""9BWKL45U5SP065638"", ""lastReview"": ""2026-04-20"", ""reviewStatus"": 1, ""currentMileage"": 37856.847999999976, ""initialMileage"": 1328, ""lastConnection"": ""2026-07-17T02:17:17.503789+00:00"", ""dailyMileageAvg"": 106.31290322580645, ""mileageOnReview"": 29504.0, ""odometerMileage"": 37700.0, ""reviewDateEstimated"": ""2026-08-01""}",2026-07-10 16:53:42.873 -0400,2026-07-16 23:23:11.702 -0400
TSA7C53,Vai,31310.0,TSA7C53,,,,2026-07-16 22:55:08.492 -0400,,"9BWJL45U5SP065697","210900706","{""plate"": ""TSA7C53"", ""chassis"": ""9BWJL45U5SP065697"", ""codigoVai"": ""210900706"", ""ecuChassis"": ""9BWJL45U5SP065697"", ""lastReview"": ""2026-02-08"", ""reviewStatus"": 2, ""currentMileage"": 30934.905000000006, ""initialMileage"": 25928, ""lastConnection"": ""2026-07-17T02:55:08.492091+00:00"", ""dailyMileageAvg"": 78.0944055944056, ""mileageOnReview"": 20455.75900000001, ""odometerMileage"": 31310.0, ""reviewDateEstimated"": ""2026-07-10""}",2026-07-10 16:53:42.877 -0400,2026-07-16 23:23:11.702 -0400
TSC1C83,Vai,26116.0,TSC1C83,,,,2026-07-16 22:47:18.053 -0400,,"9BWAH5BZ2ST663888","260100956","{""plate"": ""TSC1C83"", ""chassis"": ""9BWAH5BZ2ST663888"", ""codigoVai"": ""260100956"", ""ecuChassis"": ""9BWAH5BZ2ST663888"", ""lastReview"": ""2026-04-21"", ""reviewStatus"": 0, ""currentMileage"": 24435.200999999983, ""initialMileage"": 6, ""lastConnection"": ""2026-07-17T02:47:18.053559+00:00"", ""dailyMileageAvg"": 55.582089552238806, ""mileageOnReview"": 20462.141000000003, ""odometerMileage"": 26116.0, ""reviewDateEstimated"": ""2026-11-02""}",2026-07-10 16:53:42.812 -0400,2026-07-16 23:23:11.705 -0400
TSC4E20,Vai,784.0,TSC4E20,,,,2026-07-16 22:37:27.247 -0400,,"9BWAG5R1XTP049197","210300805","{""plate"": ""TSC4E20"", ""chassis"": ""9BWAG5R1XTP049197"", ""codigoVai"": ""210300805"", ""ecuChassis"": ""9BWAG5R1XTP049197"", ""lastReview"": ""2026-05-28"", ""reviewStatus"": 0, ""currentMileage"": 782.8739999999999, ""initialMileage"": 10, ""lastConnection"": ""2026-07-17T02:37:27.247828+00:00"", ""dailyMileageAvg"": 27.217391304347824, ""mileageOnReview"": 0.0, ""odometerMileage"": 784.0, ""reviewDateEstimated"": ""2027-05-28""}",2026-07-10 16:53:43.245 -0400,2026-07-16 23:23:11.708 -0400
TSC7H50,Vai,3077.0,TSC7H50,,,,2026-07-14 13:15:53.513 -0400,,"9BWAG5R14TP049681","210901328","{""plate"": ""TSC7H50"", ""chassis"": ""9BWAG5R14TP049681"", ""codigoVai"": ""210901328"", ""ecuChassis"": ""9BWAG5R14TP049681"", ""lastReview"": ""2026-06-03"", ""reviewStatus"": 0, ""currentMileage"": 2910.615, ""initialMileage"": 12, ""lastConnection"": ""2026-07-14T17:15:53.513624+00:00"", ""dailyMileageAvg"": 59.0, ""mileageOnReview"": 0.0, ""odometerMileage"": 3077.0, ""reviewDateEstimated"": ""2026-11-14""}",2026-07-10 16:53:43.286 -0400,2026-07-16 23:23:11.709 -0400
TSC7H60,Vai,2583.0,TSC7H60,,,,2026-07-16 22:33:43.029 -0400,,"9BWAG5R12TP049307","191210550","{""plate"": ""TSC7H60"", ""chassis"": ""9BWAG5R12TP049307"", ""codigoVai"": ""191210550"", ""ecuChassis"": ""9BWAG5R12TP049307"", ""lastReview"": ""2026-06-03"", ""reviewStatus"": 0, ""currentMileage"": 2319.385, ""initialMileage"": 10, ""lastConnection"": ""2026-07-17T02:33:43.029815+00:00"", ""dailyMileageAvg"": 85.45454545454545, ""mileageOnReview"": 0.0, ""odometerMileage"": 2583.0, ""reviewDateEstimated"": ""2026-10-14""}",2026-07-10 16:53:43.258 -0400,2026-07-16 23:23:11.710 -0400
TSD0B30,Vai,12457.0,TSD0B30,,,,2026-07-16 22:42:23.055 -0400,,"9BWDH6BZ9T4006181","250101682","{""plate"": ""TSD0B30"", ""chassis"": ""9BWDH6BZ9T4006181"", ""codigoVai"": ""250101682"", ""ecuChassis"": ""9BWDH6BZ9T4006181"", ""lastReview"": ""2026-05-20"", ""reviewStatus"": 0, ""currentMileage"": 12244.634000000004, ""initialMileage"": 13, ""lastConnection"": ""2026-07-17T02:42:23.055074+00:00"", ""dailyMileageAvg"": 40.808429118773944, ""mileageOnReview"": 10301.0, ""odometerMileage"": 12457.0, ""reviewDateEstimated"": ""2027-01-30""}",2026-07-10 16:53:42.972 -0400,2026-07-16 23:23:11.711 -0400
TSD0B40,Vai,16952.0,TSD0B40,,,,2026-07-16 22:57:51.745 -0400,,"9BWDH6BZ4T4005990","250101667","{""plate"": ""TSD0B40"", ""chassis"": ""9BWDH6BZ4T4005990"", ""codigoVai"": ""250101667"", ""ecuChassis"": ""9BWDH6BZ4T4005990"", ""lastReview"": ""2026-03-02"", ""reviewStatus"": 0, ""currentMileage"": 16710.627, ""initialMileage"": 3902, ""lastConnection"": ""2026-07-17T02:57:51.745691+00:00"", ""dailyMileageAvg"": 56.6551724137931, ""mileageOnReview"": 9976.725999999999, ""odometerMileage"": 16952.0, ""reviewDateEstimated"": ""2026-09-12""}",2026-07-10 16:53:42.981 -0400,2026-07-16 23:23:11.713 -0400
TSF7B48,Vai,14863.0,TSF7B48,,,,2026-07-16 22:27:48.929 -0400,,"8AWBJ6B20SA810483","250101714","{""plate"": ""TSF7B48"", ""chassis"": ""8AWBJ6B20SA810483"", ""codigoVai"": ""250101714"", ""ecuChassis"": ""8AWBJ6B20SA810483"", ""lastReview"": ""2026-03-31"", ""reviewStatus"": 0, ""currentMileage"": 14654.872, ""initialMileage"": 21, ""lastConnection"": ""2026-07-17T02:27:48.929682+00:00"", ""dailyMileageAvg"": 54.32283464566929, ""mileageOnReview"": 9797.896999999997, ""odometerMileage"": 14863.0, ""reviewDateEstimated"": ""2026-10-19""}",2026-07-10 16:53:42.988 -0400,2026-07-16 23:23:11.713 -0400
TSG8A56,Vai,0.0,TSG8A56,,,,2026-07-16 22:15:14.344 -0400,,"9BGEN43T0TB145753","241101189","{""plate"": ""TSG8A56"", ""chassis"": ""9BGEN43T0TB145753"", ""codigoVai"": ""241101189"", ""ecuChassis"": ""9BGEN43T0TB145753"", ""lastReview"": ""2026-04-07"", ""reviewStatus"": 1, ""currentMileage"": 17127.976000000028, ""initialMileage"": 13246, ""lastConnection"": ""2026-07-17T02:15:14.344589+00:00"", ""dailyMileageAvg"": 67.45673076923077, ""mileageOnReview"": 9136.016000000087, ""odometerMileage"": 0.0, ""reviewDateEstimated"": ""2026-08-15""}",2026-07-10 16:53:42.996 -0400,2026-07-16 23:23:11.714 -0400
TSH1A70,Vai,3421.0,TSH1A70,,,,2026-07-16 22:02:26.748 -0400,,"9BWAG5R17TP042756","250101712","{""plate"": ""TSH1A70"", ""chassis"": ""9BWAG5R17TP042756"", ""codigoVai"": ""250101712"", ""ecuChassis"": ""9BWAG5R17TP042756"", ""lastReview"": ""2026-03-31"", ""reviewStatus"": 0, ""currentMileage"": 2941.885, ""initialMileage"": 12, ""lastConnection"": ""2026-07-17T02:02:26.748013+00:00"", ""dailyMileageAvg"": 42.274193548387096, ""mileageOnReview"": 0.0, ""odometerMileage"": 3421.0, ""reviewDateEstimated"": ""2026-12-30""}",2026-07-10 16:53:43.008 -0400,2026-07-16 23:23:11.716 -0400
TSH1A90,Vai,868.0,TSH1A90,,,,2026-07-16 22:08:45.959 -0400,,"9BWAG5R14TP042813","210902221","{""plate"": ""TSH1A90"", ""chassis"": ""9BWAG5R14TP042813"", ""codigoVai"": ""210902221"", ""ecuChassis"": ""9BWAG5R14TP042813"", ""lastReview"": ""2026-06-03"", ""reviewStatus"": 0, ""currentMileage"": 738.3030000000002, ""initialMileage"": 10, ""lastConnection"": ""2026-07-17T02:08:45.959059+00:00"", ""dailyMileageAvg"": 26.263157894736842, ""mileageOnReview"": 0.0, ""odometerMileage"": 868.0, ""reviewDateEstimated"": ""2027-06-03""}",2026-07-10 16:53:43.297 -0400,2026-07-16 23:23:11.717 -0400
TSH1B10,Vai,2464.0,TSH1B10,,,,2026-07-16 22:42:06.748 -0400,,"9BWAG5R1XTP042881","210901434","{""plate"": ""TSH1B10"", ""chassis"": ""9BWAG5R1XTP042881"", ""codigoVai"": ""210901434"", ""ecuChassis"": ""9BWAG5R1XTP042881"", ""lastReview"": ""2026-04-02"", ""reviewStatus"": 0, ""currentMileage"": 2349.2990000000004, ""initialMileage"": 8, ""lastConnection"": ""2026-07-17T02:42:06.748477+00:00"", ""dailyMileageAvg"": 27.962962962962962, ""mileageOnReview"": 0.0, ""odometerMileage"": 2464.0, ""reviewDateEstimated"": ""2027-04-02""}",2026-07-10 16:53:43.015 -0400,2026-07-16 23:23:11.718 -0400
TSH1B60,Vai,3309.0,TSH1B60,,,,2026-07-16 22:54:59.043 -0400,,"9BWAG5R16TP042747","210901711","{""plate"": ""TSH1B60"", ""chassis"": ""9BWAG5R16TP042747"", ""codigoVai"": ""210901711"", ""ecuChassis"": ""9BWAG5R16TP042747"", ""lastReview"": ""2026-04-02"", ""reviewStatus"": 0, ""currentMileage"": 3119.9010000000003, ""initialMileage"": 9, ""lastConnection"": ""2026-07-17T02:54:59.043990+00:00"", ""dailyMileageAvg"": 46.125, ""mileageOnReview"": 0.0, ""odometerMileage"": 3309.0, ""reviewDateEstimated"": ""2026-12-13""}",2026-07-10 16:53:43.011 -0400,2026-07-16 23:23:11.719 -0400
TSH1C30,Vai,3457.0,TSH1C30,,,,2026-07-15 03:59:33.531 -0400,,"9BWAG5R13TT032491","210302251","{""plate"": ""TSH1C30"", ""chassis"": ""9BWAG5R13TT032491"", ""codigoVai"": ""210302251"", ""ecuChassis"": ""9BWAG5R13TT032491"", ""lastReview"": ""2026-04-29"", ""reviewStatus"": 0, ""currentMileage"": 2894.6130000000003, ""initialMileage"": 10, ""lastConnection"": ""2026-07-15T07:59:33.531689+00:00"", ""dailyMileageAvg"": 62.75555555555555, ""mileageOnReview"": 0.0, ""odometerMileage"": 3457.0, ""reviewDateEstimated"": ""2026-11-07""}",2026-07-10 16:53:43.174 -0400,2026-07-16 23:23:11.720 -0400
TSH7H60,Vai,7401.0,TSH7H60,,,,2026-07-16 22:20:27.642 -0400,,"9BWAG5R15TP042478","190711860","{""plate"": ""TSH7H60"", ""chassis"": ""9BWAG5R15TP042478"", ""codigoVai"": ""190711860"", ""ecuChassis"": ""9BWAG5R15TP042478"", ""lastReview"": ""2026-03-30"", ""reviewStatus"": 0, ""currentMileage"": 6850.274000000003, ""initialMileage"": 8, ""lastConnection"": ""2026-07-17T02:20:27.642853+00:00"", ""dailyMileageAvg"": 85.43037974683544, ""mileageOnReview"": 0.0, ""odometerMileage"": 7401.0, ""reviewDateEstimated"": ""2026-08-22""}",2026-07-10 16:53:43.006 -0400,2026-07-16 23:23:11.725 -0400
TSH7J30,Vai,6739.0,TSH7J30,,,,2026-07-09 21:13:06.844 -0400,,"9BWAG5R19TP042323","230301792","{""plate"": ""TSH7J30"", ""chassis"": ""9BWAG5R19TP042323"", ""codigoVai"": ""230301792"", ""ecuChassis"": ""9BWAG5R19TP042323"", ""lastReview"": ""2026-04-17"", ""reviewStatus"": 0, ""currentMileage"": 5167.047000000002, ""initialMileage"": 20, ""lastConnection"": ""2026-07-10T01:13:06.844227+00:00"", ""dailyMileageAvg"": 80.67272727272727, ""mileageOnReview"": 0.0, ""odometerMileage"": 6739.0, ""reviewDateEstimated"": ""2026-09-14""}",2026-07-10 16:53:43.067 -0400,2026-07-16 23:23:11.726 -0400
TAC1J10,RastroSiga,31351.0,TAC-1J10,-3.0707666666666666,-60.005160000000004,false,2026-07-13 11:29:54.000 -0400,2026-07-13 11:29:55.690 -0400,"9BWAH5BZ8ST627879","2447","{""Plate"": ""TAC-1J10"", ""Driver"": null, ""Address"": null, ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0707666666666666, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-13T15:29:54Z"", ""Longitude"": -60.005160000000004, ""IdPosition"": 277008613, ""UpdateDate"": ""2026-07-13T15:29:55.69Z"", ""ListTrailer"": [], ""TrackedUnit"": ""TAC-1J10"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2447, ""ListTelemetry"": {""2"": 12.0, ""6"": 0.0, ""8"": 100.0, ""15"": 31351.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:09:31.406 -0400,2026-07-13 17:44:38.084 -0400
TAA1D48,Vai,0.0,TAA1D48,,,,2026-07-16 22:17:07.708 -0400,,"9BWCH6CH6RP073135","210902595","{""plate"": ""TAA1D48"", ""chassis"": ""9BWCH6CH6RP073135"", ""codigoVai"": ""210902595"", ""ecuChassis"": ""9BWCH6CH6RP073135"", ""lastReview"": ""2026-07-09"", ""reviewStatus"": 0, ""currentMileage"": 16975.769000000004, ""initialMileage"": 4372, ""lastConnection"": ""2026-07-17T02:17:07.708003+00:00"", ""dailyMileageAvg"": 36.76623376623377, ""mileageOnReview"": 16771.626000000004, ""odometerMileage"": 0.0, ""reviewDateEstimated"": ""2027-04-09""}",2026-07-10 16:53:42.552 -0400,2026-07-16 23:23:11.610 -0400
TAA1E18,Vai,16704.0,TAA1E18,,,,2026-07-16 22:46:50.304 -0400,,"9BWCH6CH9RP061867","240100336","{""plate"": ""TAA1E18"", ""chassis"": ""9BWCH6CH9RP061867"", ""codigoVai"": ""240100336"", ""ecuChassis"": ""9BWCH6CH9RP061867"", ""lastReview"": ""2025-08-06"", ""reviewStatus"": 3, ""currentMileage"": 16663.136000000006, ""initialMileage"": 12246, ""lastConnection"": ""2026-07-17T02:46:50.304781+00:00"", ""dailyMileageAvg"": 66.72972972972973, ""mileageOnReview"": 11.317, ""odometerMileage"": 16704.0, ""reviewDateEstimated"": ""2026-04-08""}",2026-07-10 16:53:43.114 -0400,2026-07-16 23:23:11.613 -0400
TSH8A70,RastroSiga,2954.0,TSH-8A70,-3.0783766666666663,-59.98633777777778,false,2026-07-16 20:57:27.000 -0400,2026-07-16 20:57:28.311 -0400,"9BWBG6DF8TT409734","2469","{""Plate"": ""TSH-8A70"", ""Driver"": null, ""Address"": ""Aleixo, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0783766666666663, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T00:57:27Z"", ""Longitude"": -59.98633777777778, ""IdPosition"": 279370840, ""UpdateDate"": ""2026-07-17T00:57:28.311Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSH-8A70"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2469, ""ListTelemetry"": {""2"": 9.0, ""6"": 87.0, ""8"": 100.0, ""15"": 2954.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:30:38.660 -0400,2026-07-16 23:23:11.727 -0400
TSH8B50,Vai,2953.0,TSH8B50,,,,2026-07-16 22:12:39.205 -0400,,"9BWBG6DF3TT409978","260101363","{""plate"": ""TSH8B50"", ""chassis"": ""9BWBG6DF3TT409978"", ""codigoVai"": ""260101363"", ""ecuChassis"": ""9BWBG6DF3TT409978"", ""lastReview"": ""2026-05-25"", ""reviewStatus"": 0, ""currentMileage"": 1168.3190000000002, ""initialMileage"": 6, ""lastConnection"": ""2026-07-17T02:12:39.205537+00:00"", ""dailyMileageAvg"": 28.529411764705884, ""mileageOnReview"": 0.0, ""odometerMileage"": 2953.0, ""reviewDateEstimated"": ""2027-05-22""}",2026-07-10 16:53:43.220 -0400,2026-07-16 23:23:11.728 -0400
TSK2A20,Vai,27780.0,TSK2A20,,,,2026-07-16 22:09:51.580 -0400,,"9BWAH5BZ8TT615555","241101699","{""plate"": ""TSK2A20"", ""chassis"": ""9BWAH5BZ8TT615555"", ""codigoVai"": ""241101699"", ""ecuChassis"": ""9BWAH5BZ8TT615555"", ""lastReview"": ""2026-02-05"", ""reviewStatus"": 0, ""currentMileage"": 26280.79099999999, ""initialMileage"": 8, ""lastConnection"": ""2026-07-17T02:09:51.580127+00:00"", ""dailyMileageAvg"": 71.27816901408451, ""mileageOnReview"": 20311.876000000004, ""odometerMileage"": 27780.0, ""reviewDateEstimated"": ""2026-09-11""}",2026-07-10 16:53:42.939 -0400,2026-07-16 23:23:11.732 -0400
TSM0C30,RastroSiga,,TSM-0C30,-3.0074866666666664,-60.03416,false,2026-07-16 22:45:36.000 -0400,2026-07-16 22:45:44.902 -0400,"9BWBG6DF8TT409720","2456","{""Plate"": ""TSM-0C30"", ""Driver"": null, ""Address"": ""Avenida Dona Otília, Tarumã, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0074866666666664, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:45:36Z"", ""Longitude"": -60.03416, ""IdPosition"": 279413908, ""UpdateDate"": ""2026-07-17T02:45:44.902Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSM-0C30"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2456, ""ListTelemetry"": {""2"": 11.0, ""6"": 0.0, ""8"": 100.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:43.184 -0400,2026-07-16 23:23:11.735 -0400
TSM4D30,Vai,2077.0,TSM4D30,,,,2026-07-16 22:49:15.987 -0400,,"9BWAG5R15TP049351","210300525","{""plate"": ""TSM4D30"", ""chassis"": ""9BWAG5R15TP049351"", ""codigoVai"": ""210300525"", ""ecuChassis"": ""9BWAG5R15TP049351"", ""lastReview"": ""2026-06-03"", ""reviewStatus"": 0, ""currentMileage"": 1979.2800000000007, ""initialMileage"": 0, ""lastConnection"": ""2026-07-17T02:49:15.987345+00:00"", ""dailyMileageAvg"": 46.77777777777778, ""mileageOnReview"": 0.0, ""odometerMileage"": 2077.0, ""reviewDateEstimated"": ""2027-01-04""}",2026-07-10 16:53:43.265 -0400,2026-07-16 23:23:11.744 -0400
TSM4G20,RastroSiga,353300.0,TSM-4G20,-3.0755683333333335,-60.078875555555555,false,2026-07-16 23:22:27.000 -0400,2026-07-16 23:22:30.238 -0400,"9BWAG5R12TP050120","2412","{""Plate"": ""TSM-4G20"", ""Driver"": null, ""Address"": ""Lírio do Vale, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0755683333333335, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T03:22:27Z"", ""Longitude"": -60.078875555555555, ""IdPosition"": 279425077, ""UpdateDate"": ""2026-07-17T03:22:30.238Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSM-4G20"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2412, ""ListTelemetry"": {""2"": 15.0, ""6"": 22.0, ""7"": 13.0, ""8"": 80.0, ""15"": 353300.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:36:43.912 -0400,2026-07-16 23:23:11.745 -0400
TAA1E98,Vai,14543.0,TAA1E98,,,,2026-07-16 22:34:28.265 -0400,,"9BWCH6CH1RP073169","250101742","{""plate"": ""TAA1E98"", ""chassis"": ""9BWCH6CH1RP073169"", ""codigoVai"": ""250101742"", ""ecuChassis"": ""9BWCH6CH1RP073169"", ""lastReview"": ""2025-08-04"", ""reviewStatus"": 1, ""currentMileage"": 14540.21, ""initialMileage"": 3602, ""lastConnection"": ""2026-07-17T02:34:28.265003+00:00"", ""dailyMileageAvg"": 28.231046931407942, ""mileageOnReview"": 5860.591000000043, ""odometerMileage"": 14543.0, ""reviewDateEstimated"": ""2026-08-04""}",2026-07-10 16:53:42.555 -0400,2026-07-16 23:23:11.614 -0400
TRZ6E93,Sem Rastreador,,,,,,,,"8AWBJ6B24RA833078",,"",2026-07-10 17:21:35.266 -0400,2026-07-16 23:23:11.681 -0400
TSB0E23,Sem Rastreador,,,,,,,,"9BWBH6BF8S4080686",,"",2026-07-10 17:26:36.349 -0400,2026-07-16 23:23:11.703 -0400
TSM4G30,Vai,111.8,Tsm4g30,,,,2026-07-16 22:31:28.802 -0400,,"9BWBH6DF9TT406533","260101774","{""plate"": ""Tsm4g30"", ""chassis"": ""9bwbh6df9tt406533"", ""codigoVai"": ""260101774"", ""ecuChassis"": ""9BWBH6DF9TT406533"", ""lastReview"": ""2026-06-12"", ""reviewStatus"": 0, ""currentMileage"": 1393.4880000000003, ""initialMileage"": 9, ""lastConnection"": ""2026-07-17T02:31:28.802032+00:00"", ""dailyMileageAvg"": 38.92307692307692, ""mileageOnReview"": 0.0, ""odometerMileage"": 111.80000000000001, ""reviewDateEstimated"": ""2027-02-23""}",2026-07-10 16:53:43.318 -0400,2026-07-16 23:23:11.762 -0400
TSM4G40,Vai,46.0,TSM4G40,,,,2026-07-16 22:10:50.328 -0400,,"9BWBH6DF7TT396262","260101768","{""plate"": ""TSM4G40"", ""chassis"": ""9BWBH6DF7TT396262"", ""codigoVai"": ""260101768"", ""ecuChassis"": ""9BWBH6DF7TT396262"", ""lastReview"": ""2026-06-12"", ""reviewStatus"": 0, ""currentMileage"": 539.299, ""initialMileage"": 7, ""lastConnection"": ""2026-07-17T02:10:50.328537+00:00"", ""dailyMileageAvg"": 16.44, ""mileageOnReview"": 0.0, ""odometerMileage"": 46.0, ""reviewDateEstimated"": ""2027-06-12""}",2026-07-10 16:53:43.336 -0400,2026-07-16 23:23:11.767 -0400
TSM4G50,Vai,105.7,TSM4G50,,,,2026-07-16 22:44:42.694 -0400,,"9BWBH6DF5TT403838","260101389","{""plate"": ""TSM4G50"", ""chassis"": ""9BWBH6DF5TT403838"", ""codigoVai"": ""260101389"", ""ecuChassis"": ""9BWBH6DF5TT403838"", ""lastReview"": ""2026-06-12"", ""reviewStatus"": 0, ""currentMileage"": 720.4420000000006, ""initialMileage"": 8, ""lastConnection"": ""2026-07-17T02:44:42.694173+00:00"", ""dailyMileageAvg"": 24.61904761904762, ""mileageOnReview"": 0.0, ""odometerMileage"": 105.7, ""reviewDateEstimated"": ""2027-06-12""}",2026-07-10 16:53:43.307 -0400,2026-07-16 23:23:11.769 -0400
TSM4G60,Vai,231.6,TSM4G60,,,,2026-07-16 22:17:50.435 -0400,,"9BWBH6DFXTT406556","260100041","{""plate"": ""TSM4G60"", ""chassis"": ""9BWBH6DFXTT406556"", ""codigoVai"": ""260100041"", ""ecuChassis"": ""9BWBH6DFXTT406556"", ""lastReview"": ""2026-06-12"", ""reviewStatus"": 0, ""currentMileage"": 2457.626000000001, ""initialMileage"": 10, ""lastConnection"": ""2026-07-17T02:17:50.435061+00:00"", ""dailyMileageAvg"": 67.8076923076923, ""mileageOnReview"": 0.0, ""odometerMileage"": 231.60000000000002, ""reviewDateEstimated"": ""2026-11-05""}",2026-07-10 16:53:43.329 -0400,2026-07-16 23:23:11.770 -0400
TSM6I70,Vai,2698.0,TSM6I70,,,,2026-07-16 22:30:45.301 -0400,,"9BWAG5R19TP038319","210901444","{""plate"": ""TSM6I70"", ""chassis"": ""9BWAG5R19TP038319"", ""codigoVai"": ""210901444"", ""ecuChassis"": ""9BWAG5R19TP038319"", ""lastReview"": ""2026-03-11"", ""reviewStatus"": 0, ""currentMileage"": 2505.629999999999, ""initialMileage"": 498, ""lastConnection"": ""2026-07-17T02:30:45.301437+00:00"", ""dailyMileageAvg"": 31.732142857142858, ""mileageOnReview"": 0.0, ""odometerMileage"": 2698.0, ""reviewDateEstimated"": ""2027-03-10""}",2026-07-10 16:53:43.005 -0400,2026-07-16 23:23:11.772 -0400
