"codigo_contrato","numero_contrato","codigo_cliente","codigo_veiculo","codigo_grupo_contrato","valor_tarifa","codigo_empresa","data_hora_inicio","data_hora_termino","codigo_status","inserido_em","modificado_em"
"601018","30","36553","5954","2361",3124.76,"167",2026-07-06 19:59:00.000 -0400,2026-08-06 19:59:00.000 -0400,"1",2026-07-06 05:50:13.000 -0400,2026-07-16 05:00:02.360 -0400
"97672","17","36538","9241","2344",2200.00,"167",2025-03-14 19:59:00.000 -0400,2025-04-14 19:59:00.000 -0400,"5",2025-03-29 09:27:07.000 -0400,2025-04-10 07:09:18.000 -0400
"221210","10","36538","9241","4226",2600.00,"167",2026-01-14 19:59:00.000 -0400,2026-02-14 19:59:00.000 -0400,"5",2026-01-10 05:37:17.000 -0400,2026-02-10 05:34:18.000 -0400
"259596","11","36538","9241","4226",2600.00,"167",2026-02-14 19:59:00.000 -0400,2026-03-14 19:59:00.000 -0400,"5",2026-02-10 05:34:18.000 -0400,2026-03-10 09:23:19.363 -0400
"280981","12","36538","9241","4226",2600.00,"167",2026-03-14 19:59:00.000 -0400,2026-04-14 19:59:00.000 -0400,"5",2026-03-10 06:23:19.000 -0400,2026-04-13 13:28:26.450 -0400
"292547","26","36539","20014","2345",3718.60,"167",2026-03-18 19:59:00.000 -0400,2026-04-18 19:59:00.000 -0400,"5",2026-03-16 07:32:48.000 -0400,2026-04-18 05:00:01.000 -0400
"526876","27","36539","20014","2345",3718.60,"167",2026-04-18 19:59:00.000 -0400,2026-05-18 19:59:00.000 -0400,"5",2026-04-18 05:00:00.000 -0400,2026-05-18 05:00:01.000 -0400
"572807","28","36539","20014","2345",3718.60,"167",2026-05-18 19:59:00.000 -0400,2026-06-18 19:59:00.000 -0400,"5",2026-05-18 05:00:01.000 -0400,2026-06-23 06:24:38.000 -0400
"171893","141","86520","5951",,100.00,"167",2025-10-22 07:00:00.000 -0400,2025-11-21 06:51:00.000 -0400,"5",2025-10-21 13:59:07.000 -0400,2025-11-21 08:28:51.000 -0400
"186312","13","38688","5951","3127",3190.00,"167",2025-11-05 19:59:00.000 -0400,2025-12-02 13:50:00.000 -0400,"5",2025-11-27 14:05:19.000 -0400,2025-12-03 05:29:15.000 -0400
"256133","156","98647","5951",,140.00,"167",2026-02-06 12:30:00.000 -0400,2026-02-09 04:22:00.000 -0400,"5",2026-02-06 11:56:27.000 -0400,2026-02-09 06:46:57.000 -0400
"171508","140","86424","5976",,220.00,"167",2025-10-20 11:56:00.000 -0400,2025-10-23 12:19:00.000 -0400,"5",2025-10-20 12:59:09.000 -0400,2025-10-23 13:51:36.000 -0400
"265322","161","36454","5976",,3490.00,"167",2026-02-23 05:00:00.000 -0400,2026-03-24 06:12:00.000 -0400,"5",2026-02-21 06:34:19.000 -0400,2026-03-24 08:02:23.000 -0400
"604270","21","39130","27466","3240",2551.05,"167",2026-07-12 19:59:00.000 -0400,2026-08-12 19:59:00.000 -0400,"1",2026-07-11 06:04:53.000 -0400,2026-07-11 06:04:55.000 -0400
"237338","12","49045","6706","4082",3090.00,"167",2026-01-27 19:59:00.000 -0400,2026-02-27 19:59:00.000 -0400,"5",2026-01-24 05:34:42.000 -0400,2026-02-25 06:00:17.000 -0400
"577140","17","49071","10057","4093",3013.20,"167",2026-05-27 19:59:00.000 -0400,2026-06-27 19:59:00.000 -0400,"5",2026-05-27 05:00:01.000 -0400,2026-06-27 05:27:42.000 -0400
"609054","2","135050","48619","24191",3149.00,"167",2026-07-17 19:59:00.000 -0400,2026-08-17 19:59:00.000 -0400,"1",2026-07-17 06:09:15.000 -0400,2026-07-17 06:09:18.000 -0400
"185257","8","54089","5954","4777",3590.00,"167",2025-11-26 19:59:00.000 -0400,2025-12-26 19:59:00.000 -0400,"5",2025-11-25 07:24:20.000 -0400,2025-12-24 09:49:15.783 -0400
"215339","9","54089","5954","4777",3590.00,"167",2025-12-26 19:59:00.000 -0400,2026-01-20 10:19:00.000 -0400,"2",2025-12-24 06:49:15.000 -0400,2026-01-20 11:20:33.000 -0400
"268486","163","36520","5954",,220.00,"167",2026-02-27 11:44:00.000 -0400,2026-03-03 11:20:00.000 -0400,"5",2026-02-27 12:46:28.000 -0400,2026-03-03 12:55:15.000 -0400
"508472","26","36553","5954","2361",2985.89,"167",2026-03-06 19:59:00.000 -0400,2026-04-06 19:59:00.000 -0400,"5",2026-04-04 09:11:55.000 -0400,2026-04-06 05:00:01.000 -0400
"508713","27","36553","5954","2361",2985.89,"167",2026-04-06 19:59:00.000 -0400,2026-05-06 19:59:00.000 -0400,"5",2026-04-06 05:00:01.000 -0400,2026-05-06 05:00:00.000 -0400
"537293","28","36553","5954","2361",2985.89,"167",2026-05-06 19:59:00.000 -0400,2026-06-06 19:59:00.000 -0400,"5",2026-05-06 05:00:00.000 -0400,2026-06-06 09:09:29.000 -0400
"128351","4","36538","9241","4226",2600.00,"167",2025-07-14 19:59:00.000 -0400,2025-08-14 19:59:00.000 -0400,"5",2025-07-10 07:16:15.000 -0400,2025-08-09 09:57:26.420 -0400
"137441","5","36538","9241","4226",2600.00,"167",2025-08-14 19:59:00.000 -0400,2025-09-14 19:59:00.000 -0400,"5",2025-08-09 06:57:26.000 -0400,2025-09-10 06:34:46.000 -0400
"153294","6","36538","9241","4226",2600.00,"167",2025-09-14 19:59:00.000 -0400,2025-10-14 19:59:00.000 -0400,"5",2025-09-10 06:34:45.000 -0400,2025-10-10 11:23:10.973 -0400
"166500","7","36538","9241","4226",2600.00,"167",2025-10-14 19:59:00.000 -0400,2025-11-14 19:59:00.000 -0400,"5",2025-10-10 08:23:10.000 -0400,2025-11-10 13:46:42.377 -0400
"180420","8","36538","9241","4226",2600.00,"167",2025-11-14 19:59:00.000 -0400,2025-12-14 19:59:00.000 -0400,"5",2025-11-10 10:46:42.000 -0400,2025-12-10 08:43:46.563 -0400
"193188","9","36538","9241","4226",2600.00,"167",2025-12-14 19:59:00.000 -0400,2026-01-14 19:59:00.000 -0400,"5",2025-12-10 05:43:46.000 -0400,2026-01-10 08:37:17.780 -0400
"605503","16","36538","9241","4226",2666.50,"167",2026-07-14 19:59:00.000 -0400,2026-08-14 19:59:00.000 -0400,"1",2026-07-14 07:19:09.000 -0400,2026-07-17 05:01:50.283 -0400
"180580","21","36539","20014","2345",3643.60,"167",2025-10-18 19:59:00.000 -0400,2025-11-18 19:59:00.000 -0400,"5",2025-11-10 14:07:04.000 -0400,2025-11-17 10:10:24.513 -0400
"182775","22","36539","20014","2345",3643.60,"167",2025-11-18 19:59:00.000 -0400,2025-12-18 19:59:00.000 -0400,"5",2025-11-17 07:10:24.000 -0400,2025-12-15 08:53:22.507 -0400
"212071","23","36539","20014","2345",3643.60,"167",2025-12-18 19:59:00.000 -0400,2026-01-18 19:59:00.000 -0400,"5",2025-12-15 05:53:22.000 -0400,2026-01-15 09:42:46.367 -0400
"223088","24","36539","20014","2345",3643.60,"167",2026-01-18 19:59:00.000 -0400,2026-02-18 19:59:00.000 -0400,"5",2026-01-15 06:42:46.000 -0400,2026-02-14 08:00:54.837 -0400
"262783","25","36539","20014","2345",3643.60,"167",2026-02-18 19:59:00.000 -0400,2026-03-18 19:59:00.000 -0400,"5",2026-02-14 05:00:54.000 -0400,2026-03-16 10:32:48.410 -0400
"57664","3","36542","5951","2373",2590.00,"167",2024-09-30 20:00:00.000 -0400,2024-10-31 19:59:00.000 -0400,"5",2024-10-05 23:34:54.473 -0400,2024-11-04 14:20:36.313 -0400
"61942","4","36542","5951","2373",2590.00,"167",2024-10-31 20:00:00.000 -0400,2024-11-30 19:59:00.000 -0400,"5",2024-11-04 11:20:36.000 -0400,2024-12-02 15:39:57.907 -0400
"66873","5","36542","5951","2373",2590.00,"167",2024-11-30 20:00:00.000 -0400,2024-12-31 19:59:00.000 -0400,"5",2024-12-02 12:39:57.000 -0400,2025-01-07 10:11:06.000 -0400
"151812","18","36553","5951","2361",2985.89,"167",2025-09-06 19:59:00.000 -0400,2025-10-06 19:59:00.000 -0400,"5",2025-09-04 11:28:55.000 -0400,2025-10-01 06:54:58.000 -0400
"161716","19","36553","5951","2361",2985.89,"167",2025-10-06 19:59:00.000 -0400,2025-10-07 11:04:00.000 -0400,"3",2025-10-01 06:54:58.000 -0400,2025-10-03 16:25:50.687 -0400
"531873","196","36454","5951","7246",2225.60,"167",2026-04-30 20:00:00.000 -0400,2026-05-31 19:59:00.000 -0400,"5",2026-04-30 05:00:20.000 -0400,2026-05-30 08:00:28.933 -0400
"106359","11","36542","5976","2371",4490.00,"167",2025-04-30 20:00:00.000 -0400,2025-05-31 19:59:00.000 -0400,"5",2025-05-02 09:08:59.000 -0400,2025-06-02 09:33:46.390 -0400
"115457","12","36542","5976","2371",4490.00,"167",2025-05-31 20:00:00.000 -0400,2025-06-30 19:59:00.000 -0400,"5",2025-06-02 06:33:46.000 -0400,2025-07-01 14:06:05.700 -0400
"123763","13","36542","5976","2371",4490.00,"167",2025-06-30 20:00:00.000 -0400,2025-07-31 19:59:00.000 -0400,"5",2025-07-01 11:06:05.000 -0400,2025-08-01 10:14:15.580 -0400
"134772","14","36542","5976","2371",4490.00,"167",2025-07-31 20:00:00.000 -0400,2025-08-13 12:41:00.000 -0400,"5",2025-08-01 07:14:15.000 -0400,2025-08-13 13:46:58.000 -0400
"86589","1","49045","6706","4082",3090.00,"167",2025-02-27 05:48:00.000 -0400,2025-03-27 05:48:00.000 -0400,"5",2025-02-27 06:50:14.000 -0400,2025-03-25 08:40:07.143 -0400
"96721","2","49045","6706","4082",3090.00,"167",2025-03-27 05:48:00.000 -0400,2025-04-27 05:48:00.000 -0400,"5",2025-03-25 05:40:07.000 -0400,2025-04-25 15:36:51.293 -0400
"104923","3","49045","6706","4082",3090.00,"167",2025-04-27 05:48:00.000 -0400,2025-05-27 05:48:00.000 -0400,"5",2025-04-25 12:36:51.000 -0400,2025-05-24 08:41:17.187 -0400
"113439","4","49045","6706","4082",3090.00,"167",2025-05-27 05:48:00.000 -0400,2025-06-27 05:48:00.000 -0400,"5",2025-05-24 05:41:17.000 -0400,2025-06-25 08:39:57.397 -0400
"121395","5","49045","6706","4082",3090.00,"167",2025-06-27 05:48:00.000 -0400,2025-07-27 19:59:00.000 -0400,"5",2025-06-25 05:39:57.000 -0400,2025-07-25 09:48:37.693 -0400
"221207","14","49349","12782","4214",2790.00,"167",2026-01-14 19:59:00.000 -0400,2026-02-14 19:59:00.000 -0400,"5",2026-01-10 05:34:02.000 -0400,2026-02-10 08:29:54.353 -0400
"259524","15","49349","12782","4214",2790.00,"167",2026-02-14 19:59:00.000 -0400,2026-03-14 19:59:00.000 -0400,"5",2026-02-10 05:29:54.000 -0400,2026-03-10 09:08:14.823 -0400
"280949","16","49349","12782","4214",3013.20,"167",2026-03-14 19:59:00.000 -0400,2026-04-14 19:59:00.000 -0400,"5",2026-03-10 06:08:14.000 -0400,2026-04-14 05:00:07.000 -0400
"524414","17","49349","12782","4214",3013.20,"167",2026-04-14 19:59:00.000 -0400,2026-05-14 19:59:00.000 -0400,"5",2026-04-14 05:00:07.000 -0400,2026-05-14 05:00:03.000 -0400
"75181","6","36542","5951","2373",2590.00,"167",2024-12-31 20:00:00.000 -0400,2025-01-31 19:59:00.000 -0400,"5",2025-01-07 10:11:06.000 -0400,2025-01-30 10:47:16.377 -0400
"79884","7","36542","5951","2373",2590.00,"167",2025-01-31 20:00:00.000 -0400,2025-02-28 19:59:00.000 -0400,"5",2025-01-30 07:47:16.000 -0400,2025-03-01 09:49:23.530 -0400
"87664","8","36542","5951","2373",2590.00,"167",2025-02-28 20:00:00.000 -0400,2025-03-31 19:59:00.000 -0400,"5",2025-03-01 06:49:23.000 -0400,2025-03-20 08:34:30.433 -0400
"90935","9","36542","5951","2373",2590.00,"167",2025-03-31 20:00:00.000 -0400,2025-04-30 19:59:00.000 -0400,"5",2025-03-20 05:34:30.000 -0400,2025-04-02 10:31:16.670 -0400
"98916","10","36542","5951","2373",2590.00,"167",2025-04-30 20:00:00.000 -0400,2025-05-31 19:59:00.000 -0400,"5",2025-04-02 07:31:16.000 -0400,2025-05-02 13:41:19.867 -0400
"106386","11","36542","5951","2373",2590.00,"167",2025-05-31 20:00:00.000 -0400,2025-06-30 19:59:00.000 -0400,"5",2025-05-02 10:41:19.000 -0400,2025-07-01 14:08:27.897 -0400
"123765","12","36542","5951","2373",2590.00,"167",2025-06-30 20:00:00.000 -0400,2025-07-31 19:59:00.000 -0400,"5",2025-07-01 11:08:27.000 -0400,2025-08-01 10:16:16.013 -0400
"134773","13","36542","5951","2373",2590.00,"167",2025-07-31 20:00:00.000 -0400,2025-08-20 10:04:00.000 -0400,"5",2025-08-01 07:16:15.000 -0400,2025-08-20 12:00:21.000 -0400
"579130","215","36454","5951","7246",2225.60,"167",2026-05-31 20:00:00.000 -0400,2026-06-30 19:59:00.000 -0400,"5",2026-05-30 05:00:28.000 -0400,2026-06-30 14:13:01.970 -0400
"597293","232","36454","5951","7246",2257.93,"167",2026-06-30 20:00:00.000 -0400,2026-07-31 19:59:00.000 -0400,"1",2026-06-30 11:13:01.000 -0400,2026-07-14 05:00:50.650 -0400
"62475","5","36542","5976","2371",4490.00,"167",2024-10-31 20:00:00.000 -0400,2024-11-30 19:59:00.000 -0400,"5",2024-11-05 14:27:38.000 -0400,2024-12-02 14:20:57.600 -0400
"66811","6","36542","5976","2371",4490.00,"167",2024-11-30 20:00:00.000 -0400,2024-12-31 19:59:00.000 -0400,"5",2024-12-02 11:20:57.000 -0400,2025-01-07 13:11:28.810 -0400
"75182","7","36542","5976","2371",4490.00,"167",2024-12-31 20:00:00.000 -0400,2025-01-31 19:59:00.000 -0400,"5",2025-01-07 10:11:28.000 -0400,2025-01-30 07:48:02.000 -0400
"79887","8","36542","5976","2371",4490.00,"167",2025-01-31 20:00:00.000 -0400,2025-02-28 19:59:00.000 -0400,"5",2025-01-30 07:48:01.000 -0400,2025-03-01 11:39:44.850 -0400
"87709","9","36542","5976","2371",4490.00,"167",2025-02-28 20:00:00.000 -0400,2025-03-31 19:59:00.000 -0400,"5",2025-03-01 08:39:44.000 -0400,2025-04-02 10:23:29.317 -0400
"98914","10","36542","5976","2371",4490.00,"167",2025-03-31 20:00:00.000 -0400,2025-04-30 19:59:00.000 -0400,"5",2025-04-02 07:23:29.000 -0400,2025-05-02 12:08:59.523 -0400
"294785","11","36562","26963","8689",2690.00,"167",2026-03-22 19:59:00.000 -0400,2026-04-22 19:59:00.000 -0400,"5",2026-03-22 05:00:02.000 -0400,2026-04-22 13:35:35.977 -0400
"528250","12","36562","26963","8689",2690.00,"167",2026-04-22 19:59:00.000 -0400,2026-05-22 19:59:00.000 -0400,"5",2026-04-22 10:35:35.000 -0400,2026-05-22 05:00:19.000 -0400
"575050","13","36562","26963","8689",2690.00,"167",2026-05-22 19:59:00.000 -0400,2026-06-22 19:59:00.000 -0400,"5",2026-05-22 05:00:19.000 -0400,2026-06-23 14:49:51.907 -0400
"592287","14","36562","26963","8689",2690.00,"167",2026-06-22 19:59:00.000 -0400,2026-07-22 19:59:00.000 -0400,"1",2026-06-23 11:49:51.000 -0400,2026-07-17 05:03:50.673 -0400
"508468","17","39130","27466","3240",2551.05,"167",2026-03-12 19:59:00.000 -0400,2026-04-12 19:59:00.000 -0400,"5",2026-04-04 08:18:50.000 -0400,2026-04-12 08:00:00.810 -0400
"512777","18","39130","27466","3240",2551.05,"167",2026-04-12 19:59:00.000 -0400,2026-05-12 19:59:00.000 -0400,"5",2026-04-12 05:00:00.000 -0400,2026-05-12 08:00:00.980 -0400
"555934","19","39130","27466","3240",2551.05,"167",2026-05-12 19:59:00.000 -0400,2026-06-12 19:59:00.000 -0400,"5",2026-05-12 05:00:00.000 -0400,2026-06-12 08:09:20.000 -0400
"587567","20","39130","27466","3240",2551.05,"167",2026-06-12 19:59:00.000 -0400,2026-07-12 19:59:00.000 -0400,"5",2026-06-12 08:09:20.000 -0400,2026-07-11 06:04:53.000 -0400
"315778","14","49045","6706","4082",3337.20,"167",2026-03-27 19:59:00.000 -0400,2026-03-31 07:31:00.000 -0400,"5",2026-03-27 05:00:01.000 -0400,2026-03-31 11:18:33.000 -0400
"601354","19","42722","6706","3486",3430.24,"167",2026-06-08 19:59:00.000 -0400,2026-07-08 19:59:00.000 -0400,"5",2026-07-06 10:43:00.000 -0400,2026-07-08 07:52:49.000 -0400
"602501","20","42722","6706","3486",3430.24,"167",2026-07-08 19:59:00.000 -0400,2026-08-08 19:59:00.000 -0400,"1",2026-07-08 07:52:49.000 -0400,2026-07-08 07:52:52.000 -0400
"109703","1","44688","8749","4101",3690.00,"167",2025-05-09 12:11:00.000 -0400,2025-06-09 12:11:00.000 -0400,"5",2025-05-09 13:21:22.000 -0400,2025-06-10 08:44:53.570 -0400
"193186","8","44688","8749","4101",3690.00,"167",2025-12-09 19:59:00.000 -0400,2026-01-09 19:59:00.000 -0400,"5",2025-12-10 05:33:14.000 -0400,2026-01-05 14:59:34.247 -0400
"276345","14","49318","10057","4206",2890.00,"167",2026-03-08 19:59:00.000 -0400,2026-04-08 19:59:00.000 -0400,"2",2026-03-02 07:54:02.000 -0400,2026-04-08 08:00:10.253 -0400
"529297","15","49071","10057","4093",3013.20,"167",2026-03-27 19:59:00.000 -0400,2026-04-27 19:59:00.000 -0400,"5",2026-04-24 11:37:53.000 -0400,2026-04-27 08:00:10.553 -0400
"556792","18","49349","12782","4214",3013.20,"167",2026-05-14 19:59:00.000 -0400,2026-06-14 19:59:00.000 -0400,"5",2026-05-14 05:00:03.000 -0400,2026-06-15 07:42:22.000 -0400
"588251","19","49349","12782","4214",3013.20,"167",2026-06-14 19:59:00.000 -0400,2026-07-14 19:59:00.000 -0400,"5",2026-06-15 07:42:21.000 -0400,2026-07-14 06:47:37.000 -0400
"605412","20","49349","12782","4214",3013.20,"167",2026-07-14 19:59:00.000 -0400,2026-08-14 19:59:00.000 -0400,"1",2026-07-14 06:47:37.000 -0400,2026-07-17 05:03:10.980 -0400
"113502","4","49648","10387","4297",2990.00,"167",2025-05-24 12:37:00.000 -0400,2025-06-24 12:37:00.000 -0400,"5",2025-05-24 08:24:59.000 -0400,2025-06-14 09:36:50.550 -0400
"263186","13","49648","10387","4297",2990.00,"167",2026-02-24 19:59:00.000 -0400,2026-03-24 19:59:00.000 -0400,"5",2026-02-16 08:11:57.000 -0400,2026-03-20 15:34:51.397 -0400
"294519","14","49648","10387","4297",3229.20,"167",2026-03-24 19:59:00.000 -0400,2026-04-24 19:59:00.000 -0400,"5",2026-03-20 12:34:51.000 -0400,2026-04-24 16:49:21.750 -0400
"132561","6","49045","6706","4082",3090.00,"167",2025-07-27 19:59:00.000 -0400,2025-08-27 19:59:00.000 -0400,"5",2025-07-25 06:48:37.000 -0400,2025-08-25 11:01:48.710 -0400
"148274","7","49045","6706","4082",3090.00,"167",2025-08-27 19:59:00.000 -0400,2025-09-27 19:59:00.000 -0400,"5",2025-08-25 08:01:48.000 -0400,2025-09-25 05:28:17.000 -0400
"159534","8","49045","6706","4082",3090.00,"167",2025-09-27 19:59:00.000 -0400,2025-10-27 19:59:00.000 -0400,"5",2025-09-25 05:28:16.000 -0400,2025-10-25 10:00:43.997 -0400
"173025","9","49045","6706","4082",3090.00,"167",2025-10-27 19:59:00.000 -0400,2025-11-27 19:59:00.000 -0400,"5",2025-10-25 07:00:43.000 -0400,2025-11-25 07:46:29.000 -0400
"185270","10","49045","6706","4082",3090.00,"167",2025-11-27 19:59:00.000 -0400,2025-12-27 19:59:00.000 -0400,"5",2025-11-25 07:46:29.000 -0400,2025-12-24 09:03:58.847 -0400
"215323","11","49045","6706","4082",3090.00,"167",2025-12-27 19:59:00.000 -0400,2026-01-27 19:59:00.000 -0400,"5",2025-12-24 06:03:58.000 -0400,2026-01-24 08:34:42.330 -0400
"118397","2","44688","8749","4101",3690.00,"167",2025-06-09 12:11:00.000 -0400,2025-07-09 12:11:00.000 -0400,"5",2025-06-10 05:44:53.000 -0400,2025-07-09 10:00:00.953 -0400
"128086","3","44688","8749","4101",3690.00,"167",2025-07-09 12:11:00.000 -0400,2025-08-09 19:59:00.000 -0400,"5",2025-07-09 07:00:00.000 -0400,2025-08-09 06:33:35.000 -0400
"137424","4","44688","8749","4101",3690.00,"167",2025-08-09 19:59:00.000 -0400,2025-09-09 19:59:00.000 -0400,"5",2025-08-09 06:33:35.000 -0400,2025-09-09 09:00:01.490 -0400
"153000","5","44688","8749","4101",3690.00,"167",2025-09-09 19:59:00.000 -0400,2025-10-09 19:59:00.000 -0400,"5",2025-09-09 06:00:01.000 -0400,2025-10-09 06:00:00.000 -0400
"164929","6","44688","8749","4101",3690.00,"167",2025-10-09 19:59:00.000 -0400,2025-11-09 19:59:00.000 -0400,"5",2025-10-09 06:00:00.000 -0400,2025-11-09 11:00:01.000 -0400
"180187","7","44688","8749","4101",3690.00,"167",2025-11-09 19:59:00.000 -0400,2025-12-09 19:59:00.000 -0400,"5",2025-11-09 11:00:00.000 -0400,2025-12-10 08:33:14.700 -0400
"218829","9","44688","8749","4101",3690.00,"167",2026-01-09 19:59:00.000 -0400,2026-02-09 19:59:00.000 -0400,"5",2026-01-05 11:59:34.000 -0400,2026-02-10 08:26:32.613 -0400
"259393","10","44688","8749","4101",3690.00,"167",2026-02-09 19:59:00.000 -0400,2026-03-09 19:59:00.000 -0400,"5",2026-02-10 05:26:32.000 -0400,2026-03-10 09:02:36.917 -0400
"280905","11","44688","8749","4101",3690.00,"167",2026-03-09 19:59:00.000 -0400,2026-04-09 19:59:00.000 -0400,"5",2026-03-10 06:02:36.000 -0400,2026-04-09 08:00:01.000 -0400
"511263","12","44688","8749","4101",3690.00,"167",2026-04-09 19:59:00.000 -0400,2026-05-09 19:59:00.000 -0400,"5",2026-04-09 05:00:00.000 -0400,2026-05-09 08:00:00.860 -0400
"539331","13","44688","8749","4101",3690.00,"167",2026-05-09 19:59:00.000 -0400,2026-06-09 19:59:00.000 -0400,"5",2026-05-09 05:00:00.000 -0400,2026-06-09 05:00:02.000 -0400
"585618","14","44688","8749","4101",3690.00,"167",2026-06-09 19:59:00.000 -0400,2026-07-09 19:59:00.000 -0400,"5",2026-06-09 05:00:02.000 -0400,2026-07-09 14:02:47.000 -0400
"603707","15","44688","8749","4101",3985.20,"167",2026-07-09 19:59:00.000 -0400,2026-08-09 19:59:00.000 -0400,"1",2026-07-09 14:02:46.000 -0400,2026-07-16 05:01:32.077 -0400
"118976","5","49318","10057","4206",2890.00,"167",2025-06-08 05:27:00.000 -0400,2025-07-08 05:27:00.000 -0400,"5",2025-06-12 13:48:58.000 -0400,2025-07-01 10:59:00.000 -0400
"123747","6","49318","10057","4206",2890.00,"167",2025-07-08 05:27:00.000 -0400,2025-08-08 19:59:00.000 -0400,"5",2025-07-01 10:58:59.000 -0400,2025-08-01 10:24:38.467 -0400
"134787","7","49318","10057","4206",2890.00,"167",2025-08-08 19:59:00.000 -0400,2025-09-08 19:59:00.000 -0400,"5",2025-08-01 07:24:38.000 -0400,2025-09-01 11:13:11.763 -0400
"150355","8","49318","10057","4206",2890.00,"167",2025-09-08 19:59:00.000 -0400,2025-10-08 19:59:00.000 -0400,"5",2025-09-01 08:13:11.000 -0400,2025-10-01 09:05:40.000 -0400
"161838","9","49318","10057","4206",2890.00,"167",2025-10-08 19:59:00.000 -0400,2025-11-08 19:59:00.000 -0400,"5",2025-10-01 09:05:39.000 -0400,2025-11-01 07:23:30.000 -0400
"176961","10","49318","10057","4206",2890.00,"167",2025-11-08 19:59:00.000 -0400,2025-12-08 19:59:00.000 -0400,"5",2025-11-01 07:23:30.000 -0400,2025-12-01 06:35:09.000 -0400
"188237","11","49318","10057","4206",2890.00,"167",2025-12-08 19:59:00.000 -0400,2026-01-08 19:59:00.000 -0400,"5",2025-12-01 06:35:09.000 -0400,2026-01-02 14:09:57.407 -0400
"217971","12","49318","10057","4206",2890.00,"167",2026-01-08 19:59:00.000 -0400,2026-02-08 19:59:00.000 -0400,"5",2026-01-02 11:09:57.000 -0400,2026-02-02 08:57:18.750 -0400
"250422","13","49318","10057","4206",2890.00,"167",2026-02-08 19:59:00.000 -0400,2026-03-08 19:59:00.000 -0400,"5",2026-02-02 05:57:18.000 -0400,2026-03-02 10:54:02.907 -0400
"529496","15","49648","10387","4297",3229.20,"167",2026-04-24 19:59:00.000 -0400,2026-05-24 19:59:00.000 -0400,"5",2026-04-24 13:49:21.000 -0400,2026-05-24 08:00:00.847 -0400
"575890","16","49648","10387","4297",3229.20,"167",2026-05-24 19:59:00.000 -0400,2026-06-24 19:59:00.000 -0400,"5",2026-05-24 05:00:00.000 -0400,2026-06-24 06:00:03.000 -0400
"592472","17","49648","10387","4297",3229.20,"167",2026-06-24 19:59:00.000 -0400,2026-07-24 19:59:00.000 -0400,"1",2026-06-24 06:00:02.000 -0400,2026-07-15 05:04:14.970 -0400
"113400","3","50186","10388","4519",3390.00,"167",2025-04-28 05:01:00.000 -0400,2025-05-28 05:01:00.000 -0400,"5",2025-05-23 13:58:04.000 -0400,2025-05-26 10:10:51.590 -0400
"602495","11","130488","26687","22252",1050.00,"167",2026-07-08 11:09:00.000 -0400,2026-07-15 11:09:00.000 -0400,"5",2026-07-08 07:45:06.000 -0400,2026-07-15 05:18:44.000 -0400
"608742","3","136176","48351","24447",2399.00,"167",2026-06-30 14:48:00.000 -0400,2026-07-30 14:48:00.000 -0400,"1",2026-07-16 15:00:54.000 -0400,2026-07-16 15:04:09.000 -0400
"578590","1","133794","45949","23798",2299.00,"167",2026-05-29 10:00:00.000 -0400,2026-06-29 10:00:00.000 -0400,"5",2026-05-29 06:00:49.000 -0400,2026-06-30 11:50:04.000 -0400
"531551","191","36454","27703","7246",2225.60,"167",2026-03-31 20:00:00.000 -0400,2026-04-30 19:59:00.000 -0400,"5",2026-04-29 08:10:21.000 -0400,2026-04-30 08:00:24.000 -0400
"594064","18","49071","10057","4093",3013.20,"167",2026-06-27 19:59:00.000 -0400,2026-07-27 19:59:00.000 -0400,"1",2026-06-27 05:27:42.000 -0400,2026-07-09 05:04:05.577 -0400
"120532","7","49349","12782","4214",2790.00,"167",2025-06-14 12:45:00.000 -0400,2025-07-14 12:45:00.000 -0400,"5",2025-06-20 08:20:25.000 -0400,2025-07-10 10:36:47.840 -0400
"128360","8","49349","12782","4214",2790.00,"167",2025-07-14 12:45:00.000 -0400,2025-08-14 19:59:00.000 -0400,"5",2025-07-10 07:36:47.000 -0400,2025-08-09 06:36:48.000 -0400
"137427","9","49349","12782","4214",2790.00,"167",2025-08-14 19:59:00.000 -0400,2025-09-14 19:59:00.000 -0400,"5",2025-08-09 06:36:48.000 -0400,2025-09-10 06:29:35.000 -0400
"153291","10","49349","12782","4214",2790.00,"167",2025-09-14 19:59:00.000 -0400,2025-10-14 19:59:00.000 -0400,"5",2025-09-10 06:29:35.000 -0400,2025-10-13 12:14:18.000 -0400
"167316","11","49349","12782","4214",2790.00,"167",2025-10-14 19:59:00.000 -0400,2025-11-14 19:59:00.000 -0400,"5",2025-10-13 12:14:18.000 -0400,2025-11-10 10:12:20.710 -0400
"180344","12","49349","12782","4214",2790.00,"167",2025-11-14 19:59:00.000 -0400,2025-12-14 19:59:00.000 -0400,"5",2025-11-10 07:12:20.000 -0400,2025-12-10 08:37:45.853 -0400
"193187","13","49349","12782","4214",2790.00,"167",2025-12-14 19:59:00.000 -0400,2026-01-14 19:59:00.000 -0400,"5",2025-12-10 05:37:45.000 -0400,2026-01-10 08:34:02.657 -0400
"119501","5","49648","10387","4297",2990.00,"167",2025-06-24 12:37:00.000 -0400,2025-07-24 12:37:00.000 -0400,"5",2025-06-14 06:36:50.000 -0400,2025-07-15 13:54:04.000 -0400
